Date,Day,Time,Customers
2023-11-18,Saturday,18:00:00,49
2023-11-18,Saturday,19:00:00,50
2023-11-18,Saturday,20:00:00,30
2023-11-18,Saturday,21:00:00,14
2023-11-17,Friday,10:00:00,16
2023-11-17,Friday,11:00:00,36
2023-11-17,Friday,12:00:00,47
2023-11-17,Friday,13:00:00,50
2023-11-17,Friday,14:00:00,39
2023-11-17,Friday,15:00:00,35
2023-11-17,Friday,16:00:00,35
2023-11-17,Friday,17:00:00,36
2023-11-17,Friday,18:00:00,36
2023-11-17,Friday,19:00:00,36
2023-11-17,Friday,20:00:00,28
2023-11-17,Friday,21:00:00,18
2023-11-16,Thursday,10:00:00,10
2023-11-16,Thursday,11:00:00,21
2023-11-16,Thursday,12:00:00,37
2023-11-16,Thursday,13:00:00,48
2023-11-16,Thursday,14:00:00,36
2023-11-16,Thursday,15:00:00,27
2023-11-16,Thursday,16:00:00,26
2023-11-16,Thursday,17:00:00,29
2023-11-16,Thursday,18:00:00,29
2023-11-16,Thursday,19:00:00,25
2023-11-16,Thursday,20:00:00,22
2023-11-16,Thursday,21:00:00,10
2023-11-15,Wednesday,10:00:00,19
2023-11-15,Wednesday,11:00:00,30
2023-11-15,Wednesday,12:00:00,45
2023-11-15,Wednesday,13:00:00,46
2023-11-15,Wednesday,14:00:00,37
2023-11-15,Wednesday,15:00:00,34
2023-11-15,Wednesday,16:00:00,35
2023-11-15,Wednesday,17:00:00,29
2023-11-15,Wednesday,18:00:00,25
2023-11-15,Wednesday,19:00:00,19
2023-11-15,Wednesday,20:00:00,15
2023-11-15,Wednesday,21:00:00,6
2023-11-14,Tuesday,10:00:00,39
2023-11-14,Tuesday,11:00:00,84
2023-11-14,Tuesday,12:00:00,101
2023-11-14,Tuesday,13:00:00,100
2023-11-14,Tuesday,14:00:00,79
2023-11-14,Tuesday,15:00:00,44
2023-11-14,Tuesday,16:00:00,30
2023-11-14,Tuesday,17:00:00,27
2023-11-14,Tuesday,18:00:00,27
2023-11-14,Tuesday,19:00:00,20
2023-11-14,Tuesday,20:00:00,15
2023-11-14,Tuesday,21:00:00,7
2023-11-13,Monday,10:00:00,9
2023-11-13,Monday,11:00:00,22
2023-11-13,Monday,12:00:00,42
2023-11-13,Monday,13:00:00,50
2023-11-13,Monday,14:00:00,45
2023-11-13,Monday,15:00:00,34
2023-11-13,Monday,16:00:00,27
2023-11-13,Monday,17:00:00,22
2023-11-13,Monday,18:00:00,22
2023-11-13,Monday,19:00:00,24
2023-11-13,Monday,20:00:00,19
2023-11-13,Monday,21:00:00,12
